Customer ID,Age,age_band,Gender,Location,region,Item Purchased,Category,Size,Color,Season,Purchase Amount (USD),annual_frequency,Frequency of Purchases,Previous Purchases,Review Rating,Subscription Status,subscription_flag,Shipping Type,Payment Method,Discount Applied,Promo Code Used,promo_flag,estimated_annual_spend,value_tier,spend_rank_pctile,purchase_frequency_score,tenure_proxy,tenure_proxy_norm,satisfaction_flag,promo_dependency_score,promo_sensitivity_group,loyalty_A,loyalty_B,loyalty_score,customer_segment
84,36,36-45,Male,Texas,South,Dress,Clothing,M,Turquoise,Summer,40,52,Weekly,34,4.1,Yes,1,Standard,Bank Transfer,Yes,Yes,1,2080,Platinum,0.8248717948717949,1.0,34,0.673469387755102,1,0.0,Low,0.8857142857142858,0.6683673469387755,0.8857142857142858,Champions
85,52,46-55,Male,Arizona,West,Coat,Outerwear,S,Peach,Spring,32,4,Every 3 Months,42,4.4,Yes,1,Standard,Bank Transfer,Yes,Yes,1,128,Bronze,0.19397435897435897,0.058823529411764705,42,0.8367346938775511,1,0.1536614645858343,Low,0.6605042016806723,0.47388955582232895,0.6605042016806723,Loyal Regulars
86,53,46-55,Male,New Mexico,West,Sunglasses,Accessories,M,Charcoal,Winter,95,26,Bi-Weekly,2,4.5,Yes,1,Next Day Air,Debit Card,Yes,Yes,1,2470,Platinum,0.895,0.49019607843137253,2,0.02040816326530612,1,0.4993997599039615,High,0.5042016806722689,0.3776510604241696,0.5042016806722689,Casual Browsers
87,24,18-25,Male,Nevada,West,Hoodie,Clothing,L,Pink,Spring,41,26,Bi-Weekly,47,3.7,Yes,1,2-Day Shipping,Cash,Yes,Yes,1,1066,Gold,0.6428205128205128,0.49019607843137253,47,0.9387755102040817,0,0.031212484993997574,Low,0.6256302521008403,0.45724289715886357,0.6256302521008403,Champions
88,52,46-55,Male,Ohio,Midwest,Shoes,Footwear,M,Green,Fall,53,26,Fortnightly,44,3.7,Yes,1,2-Day Shipping,Debit Card,Yes,Yes,1,1378,Gold,0.7093589743589743,0.49019607843137253,44,0.8775510204081632,0,0.0624249699879952,Low,0.6042016806722689,0.4419367747098839,0.6042016806722689,Champions
89,33,26-35,Male,Wyoming,West,T-shirt,Clothing,M,Orange,Fall,47,12,Monthly,35,3.5,Yes,1,Free Shipping,Credit Card,Yes,Yes,1,564,Silver,0.4980769230769231,0.21568627450980393,35,0.6938775510204082,0,0.24009603841536614,Medium,0.45756302521008396,0.327390956382553,0.45756302521008396,At-Risk
90,47,46-55,Male,California,West,Jacket,Outerwear,XL,Pink,Fall,83,4,Quarterly,15,3.6,Yes,1,Next Day Air,Cash,Yes,Yes,1,332,Silver,0.3893589743589744,0.058823529411764705,15,0.2857142857142857,0,0.6722689075630253,High,0.2676470588235294,0.1861344537815126,0.2676470588235294,Discount Hunters
91,25,18-25,Male,South Carolina,South,Hat,Accessories,L,Violet,Summer,48,12,Monthly,29,2.9,Yes,1,Express,Credit Card,Yes,Yes,1,576,Gold,0.502948717948718,0.21568627450980393,29,0.5714285714285714,0,0.33613445378151263,Medium,0.41470588235294115,0.29677871148459384,0.41470588235294115,At-Risk
92,44,36-45,Male,South Carolina,South,Scarf,Accessories,S,Green,Winter,99,4,Every 3 Months,18,4.6,Yes,1,Standard,Credit Card,Yes,Yes,1,396,Silver,0.4591025641025641,0.058823529411764705,18,0.3469387755102041,1,0.6146458583433374,High,0.4890756302521009,0.3514405762304922,0.4890756302521009,Casual Browsers
93,61,56-65,Male,Texas,South,Jacket,Outerwear,M,Olive,Winter,87,4,Every 3 Months,13,4.4,Yes,1,2-Day Shipping,Venmo,Yes,Yes,1,348,Silver,0.40384615384615385,0.058823529411764705,13,0.24489795918367346,1,0.7106842737094837,High,0.4533613445378152,0.32593037214885956,0.4533613445378152,Casual Browsers
94,37,36-45,Male,Florida,South,Sweater,Clothing,M,Purple,Fall,62,52,Weekly,46,4.5,Yes,1,Standard,Credit Card,Yes,Yes,1,3224,Platinum,0.9385897435897436,1.0,46,0.9183673469387755,1,0.0,Low,0.9714285714285714,0.7295918367346939,0.9714285714285714,Champions
95,58,56-65,Male,Nevada,West,Skirt,Clothing,S,Silver,Spring,76,52,Weekly,28,4.6,Yes,1,Free Shipping,Credit Card,Yes,Yes,1,3952,Platinum,0.96,1.0,28,0.5510204081632653,1,0.0,Low,0.8428571428571429,0.6377551020408163,0.8428571428571429,Champions
96,37,36-45,Male,Missouri,Midwest,Sneakers,Footwear,L,Pink,Fall,100,12,Monthly,48,3.8,Yes,1,Free Shipping,PayPal,Yes,Yes,1,1200,Gold,0.6815384615384615,0.21568627450980393,48,0.9591836734693877,0,0.032012805122048855,Low,0.5504201680672268,0.3937174869947979,0.5504201680672268,Champions
97,32,26-35,Male,Delaware,South,Gloves,Accessories,S,Gold,Spring,73,4,Every 3 Months,43,3.8,Yes,1,Express,Venmo,Yes,Yes,1,292,Silver,0.34602564102564104,0.058823529411764705,43,0.8571428571428571,0,0.1344537815126051,Low,0.4676470588235294,0.32899159663865546,0.4676470588235294,At-Risk
98,21,18-25,Male,Virginia,South,Shoes,Footwear,M,Teal,Winter,92,1,Annually,37,4.8,Yes,1,Store Pickup,Cash,Yes,Yes,1,92,Bronze,0.14025641025641025,0.0,37,0.7346938775510204,1,0.26530612244897955,Medium,0.6071428571428571,0.4336734693877551,0.6071428571428571,Loyal Regulars
99,20,18-25,Male,New York,Northeast,Jeans,Clothing,XL,Teal,Spring,67,1,Annually,20,2.6,Yes,1,Next Day Air,Bank Transfer,Yes,Yes,1,67,Bronze,0.08666666666666667,0.0,20,0.3877551020408163,0,0.6122448979591837,High,0.2857142857142857,0.19693877551020408,0.2857142857142857,Discount Hunters
100,26,26-35,Male,Missouri,Midwest,Hoodie,Clothing,XL,Indigo,Summer,40,4,Quarterly,33,3.7,Yes,1,Express,Debit Card,Yes,Yes,1,160,Bronze,0.22782051282051283,0.058823529411764705,33,0.6530612244897959,0,0.326530612244898,Medium,0.3962184873949579,0.27797118847539015,0.3962184873949579,At-Risk
101,62,56-65,Male,South Dakota,Midwest,Sunglasses,Accessories,M,Maroon,Fall,98,26,Fortnightly,31,2.7,Yes,1,Express,Cash,Yes,Yes,1,2548,Platinum,0.9074358974358975,0.49019607843137253,31,0.6122448979591837,0,0.19767907162865145,Medium,0.511344537815126,0.3756102440976391,0.511344537815126,At-Risk
102,27,26-35,Male,North Dakota,Midwest,Coat,Outerwear,XL,White,Spring,85,26,Bi-Weekly,50,4.6,Yes,1,Express,Credit Card,Yes,Yes,1,2210,Platinum,0.847948717948718,0.49019607843137253,50,1.0,1,0.0,Low,0.8470588235294118,0.6225490196078431,0.8470588235294118,Champions
103,51,46-55,Male,Oklahoma,South,Socks,Clothing,L,Violet,Winter,67,4,Quarterly,35,4.8,Yes,1,Next Day Air,Credit Card,Yes,Yes,1,268,Silver,0.3212820512820513,0.058823529411764705,35,0.6938775510204082,1,0.28811524609843936,Medium,0.6105042016806722,0.43817527010804325,0.6105042016806722,Loyal Regulars
104,54,46-55,Male,West Virginia,South,Boots,Footwear,L,Red,Winter,89,26,Bi-Weekly,22,4.0,Yes,1,Next Day Air,Venmo,Yes,Yes,1,2314,Platinum,0.8657692307692307,0.49019607843137253,22,0.42857142857142855,1,0.2913165266106442,Medium,0.6470588235294117,0.47969187675070024,0.6470588235294117,Champions
105,55,46-55,Male,New Hampshire,Northeast,Sunglasses,Accessories,L,Pink,Spring,24,12,Monthly,1,4.4,Yes,1,2-Day Shipping,PayPal,Yes,Yes,1,288,Silver,0.3408974358974359,0.21568627450980393,1,0.0,1,0.7843137254901961,High,0.41470588235294115,0.303921568627451,0.41470588235294115,Casual Browsers
106,69,66-70,Male,New York,Northeast,Backpack,Accessories,M,Charcoal,Fall,96,1,Annually,4,3.6,Yes,1,Next Day Air,Bank Transfer,Yes,Yes,1,96,Bronze,0.15371794871794872,0.0,4,0.061224489795918366,0,0.9387755102040817,High,0.17142857142857143,0.1153061224489796,0.17142857142857143,Discount Hunters
107,64,56-65,Male,Minnesota,Midwest,Jacket,Outerwear,L,White,Summer,35,12,Monthly,31,3.7,Yes,1,Standard,Credit Card,Yes,Yes,1,420,Silver,0.4687179487179487,0.21568627450980393,31,0.6122448979591837,0,0.3041216486594638,Medium,0.4289915966386555,0.3069827931172469,0.4289915966386555,At-Risk
108,28,26-35,Male,Maryland,South,Sneakers,Footwear,L,Olive,Winter,67,26,Fortnightly,46,3.1,Yes,1,Next Day Air,PayPal,Yes,Yes,1,1742,Platinum,0.7694871794871795,0.49019607843137253,46,0.9183673469387755,0,0.04161664665866345,Low,0.6184873949579831,0.452140856342537,0.6184873949579831,Champions
109,70,66-70,Male,Montana,West,Socks,Clothing,L,Purple,Spring,79,26,Bi-Weekly,32,3.4,Yes,1,Next Day Air,Bank Transfer,Yes,Yes,1,2054,Platinum,0.8203846153846154,0.49019607843137253,32,0.6326530612244898,0,0.18727490996398558,Medium,0.5184873949579831,0.3807122849139656,0.5184873949579831,At-Risk
110,58,56-65,Male,Alabama,South,T-shirt,Clothing,M,Violet,Spring,85,26,Fortnightly,43,2.6,Yes,1,Next Day Air,Bank Transfer,Yes,Yes,1,2210,Platinum,0.847948717948718,0.49019607843137253,43,0.8571428571428571,0,0.07282913165266108,Low,0.5970588235294118,0.4368347338935574,0.5970588235294118,Champions
111,56,56-65,Male,New York,Northeast,Backpack,Accessories,M,Black,Summer,26,26,Fortnightly,26,4.0,Yes,1,Standard,Venmo,Yes,Yes,1,676,Gold,0.5358974358974359,0.49019607843137253,26,0.5102040816326531,1,0.24969987995198076,Medium,0.6756302521008403,0.5001000400160064,0.6756302521008403,Champions
112,26,26-35,Male,Massachusetts,Northeast,Belt,Accessories,L,Purple,Summer,75,1,Annually,9,5.0,Yes,1,Free Shipping,Credit Card,Yes,Yes,1,75,Bronze,0.0991025641025641,0.0,9,0.16326530612244897,1,0.8367346938775511,High,0.40714285714285714,0.29081632653061223,0.40714285714285714,Casual Browsers
113,37,36-45,Male,Florida,South,Gloves,Accessories,M,Red,Spring,65,26,Bi-Weekly,28,4.3,Yes,1,Free Shipping,PayPal,Yes,Yes,1,1690,Platinum,0.759102564102564,0.49019607843137253,28,0.5510204081632653,1,0.22889155662264907,Medium,0.6899159663865546,0.5103041216486595,0.6899159663865546,Champions
114,44,36-45,Male,New Jersey,Northeast,Hat,Accessories,L,Maroon,Winter,54,4,Quarterly,20,3.1,Yes,1,Next Day Air,PayPal,Yes,Yes,1,216,Silver,0.26987179487179486,0.058823529411764705,20,0.3877551020408163,0,0.5762304921968787,High,0.3033613445378151,0.21164465786314526,0.3033613445378151,Discount Hunters
115,70,66-70,Male,Massachusetts,Northeast,Coat,Outerwear,S,Blue,Summer,95,52,Weekly,9,3.7,Yes,1,Store Pickup,Cash,Yes,Yes,1,4940,Platinum,0.9916666666666667,1.0,9,0.16326530612244897,0,0.0,Low,0.5071428571428571,0.39081632653061227,0.5071428571428571,At-Risk
116,53,46-55,Male,Wyoming,West,Skirt,Clothing,M,Gray,Spring,94,4,Every 3 Months,48,3.8,Yes,1,Standard,Debit Card,Yes,Yes,1,376,Silver,0.4338461538461538,0.058823529411764705,48,0.9591836734693877,0,0.03841536614645862,Low,0.5033613445378151,0.35450180072028814,0.5033613445378151,At-Risk
117,55,46-55,Male,Virginia,South,Shoes,Footwear,S,Blue,Spring,86,1,Annually,12,3.4,Yes,1,Free Shipping,Venmo,Yes,Yes,1,86,Bronze,0.12512820512820513,0.0,12,0.22448979591836735,0,0.7755102040816326,High,0.22857142857142856,0.15612244897959185,0.22857142857142856,Discount Hunters
118,50,46-55,Male,South Dakota,Midwest,Sandals,Footwear,L,Yellow,Summer,32,26,Fortnightly,29,4.6,Yes,1,Express,Cash,Yes,Yes,1,832,Gold,0.5787179487179487,0.49019607843137253,29,0.5714285714285714,1,0.2184873949579832,Medium,0.6970588235294118,0.5154061624649859,0.6970588235294118,Champions
119,50,46-55,Male,Kentucky,South,Sweater,Clothing,L,Orange,Fall,45,26,Bi-Weekly,27,4.8,Yes,1,2-Day Shipping,Cash,Yes,Yes,1,1170,Gold,0.6725641025641026,0.49019607843137253,27,0.5306122448979592,1,0.23929571828731488,Medium,0.6827731092436975,0.5052020808323329,0.6827731092436975,Champions
120,38,36-45,Male,Wyoming,West,Coat,Outerwear,M,Orange,Fall,76,1,Annually,44,4.3,Yes,1,Express,Cash,Yes,Yes,1,76,Bronze,0.10064102564102564,0.0,44,0.8775510204081632,1,0.12244897959183676,Low,0.6571428571428571,0.4693877551020408,0.6571428571428571,Loyal Regulars
121,64,56-65,Male,West Virginia,South,Hat,Accessories,L,Red,Summer,84,1,Annually,32,4.0,Yes,1,Express,Bank Transfer,Yes,Yes,1,84,Bronze,0.11897435897435897,0.0,32,0.6326530612244898,1,0.36734693877551017,Medium,0.5714285714285714,0.40816326530612246,0.5714285714285714,Loyal Regulars
122,19,18-25,Male,Virginia,South,Shorts,Clothing,M,Olive,Winter,72,26,Fortnightly,11,4.2,Yes,1,Standard,Cash,Yes,Yes,1,1872,Platinum,0.7948717948717948,0.49019607843137253,11,0.20408163265306123,1,0.40576230492196874,Medium,0.5684873949579832,0.4235694277711084,0.5684873949579832,Champions
123,40,36-45,Male,Washington,West,Backpack,Accessories,L,Brown,Spring,40,26,Fortnightly,44,4.8,Yes,1,2-Day Shipping,Cash,Yes,Yes,1,1040,Gold,0.6356410256410256,0.49019607843137253,44,0.8775510204081632,1,0.0624249699879952,Low,0.8042016806722688,0.5919367747098839,0.8042016806722688,Champions
124,57,56-65,Male,Louisiana,South,Sweater,Clothing,L,Brown,Fall,89,52,Weekly,46,3.1,Yes,1,Free Shipping,Cash,Yes,Yes,1,4628,Platinum,0.9811538461538462,1.0,46,0.9183673469387755,0,0.0,Low,0.7714285714285715,0.5795918367346938,0.7714285714285715,Champions
125,44,36-45,Male,Nevada,West,Sweater,Clothing,M,Gray,Spring,86,1,Annually,50,3.1,Yes,1,Next Day Air,PayPal,Yes,Yes,1,86,Bronze,0.12512820512820513,0.0,50,1.0,0,0.0,Low,0.5,0.35,0.5,At-Risk
126,49,46-55,Male,California,West,Shorts,Clothing,M,Indigo,Winter,54,4,Every 3 Months,45,3.6,Yes,1,Next Day Air,Venmo,Yes,Yes,1,216,Silver,0.26987179487179486,0.058823529411764705,45,0.8979591836734694,0,0.09603841536614646,Low,0.48193277310924365,0.33919567827130853,0.48193277310924365,At-Risk
127,43,36-45,Male,Mississippi,South,Shorts,Clothing,L,Pink,Spring,36,4,Every 3 Months,48,3.9,Yes,1,Store Pickup,Cash,Yes,Yes,1,144,Bronze,0.21,0.058823529411764705,48,0.9591836734693877,0,0.03841536614645862,Low,0.5033613445378151,0.35450180072028814,0.5033613445378151,At-Risk
128,24,18-25,Male,Mississippi,South,Sweater,Clothing,M,Gray,Winter,89,52,Weekly,26,4.8,Yes,1,Next Day Air,Credit Card,Yes,Yes,1,4628,Platinum,0.9811538461538462,1.0,26,0.5102040816326531,1,0.0,Low,0.8285714285714286,0.6275510204081632,0.8285714285714286,Champions
129,20,18-25,Male,California,West,Scarf,Accessories,M,Gold,Spring,32,26,Fortnightly,21,4.7,Yes,1,Standard,Credit Card,Yes,Yes,1,832,Gold,0.5787179487179487,0.49019607843137253,21,0.40816326530612246,1,0.3017206882753101,Medium,0.6399159663865546,0.47458983593437376,0.6399159663865546,Champions
130,24,18-25,Male,Pennsylvania,Northeast,Dress,Clothing,XL,Olive,Summer,67,26,Bi-Weekly,49,4.2,Yes,1,2-Day Shipping,PayPal,Yes,Yes,1,1742,Platinum,0.7694871794871795,0.49019607843137253,49,0.9795918367346939,1,0.010404161664665876,Low,0.8399159663865546,0.6174469787915166,0.8399159663865546,Champions
131,44,36-45,Male,Kentucky,South,Scarf,Accessories,L,Violet,Fall,39,26,Fortnightly,13,3.7,Yes,1,Next Day Air,PayPal,Yes,Yes,1,1014,Gold,0.6289743589743589,0.49019607843137253,13,0.24489795918367346,0,0.384953981592637,Medium,0.38277310924369745,0.2837735094037615,0.38277310924369745,At-Risk
132,28,26-35,Male,Maine,Northeast,Skirt,Clothing,L,Indigo,Summer,29,52,Weekly,46,3.9,Yes,1,Standard,Credit Card,Yes,Yes,1,1508,Gold,0.7307692307692307,1.0,46,0.9183673469387755,0,0.0,Low,0.7714285714285715,0.5795918367346938,0.7714285714285715,Champions
133,30,26-35,Male,New Mexico,West,Backpack,Accessories,M,Orange,Fall,58,52,Weekly,42,4.7,Yes,1,2-Day Shipping,PayPal,Yes,Yes,1,3016,Platinum,0.9312820512820513,1.0,42,0.8367346938775511,1,0.0,Low,0.942857142857143,0.7091836734693877,0.942857142857143,Champions
134,52,46-55,Male,Montana,West,Sweater,Clothing,M,Violet,Winter,65,1,Annually,25,2.5,Yes,1,Next Day Air,Venmo,Yes,Yes,1,65,Bronze,0.08282051282051282,0.0,25,0.4897959183673469,0,0.5102040816326531,High,0.3214285714285714,0.22244897959183674,0.3214285714285714,Discount Hunters
135,43,36-45,Male,Texas,South,Hat,Accessories,L,Gray,Fall,94,12,Monthly,25,4.9,Yes,1,Store Pickup,Cash,Yes,Yes,1,1128,Gold,0.6592307692307692,0.21568627450980393,25,0.4897959183673469,1,0.4001600640256103,Medium,0.5861344537815126,0.42637054821928766,0.5861344537815126,Champions
136,43,36-45,Male,Kansas,Midwest,Sandals,Footwear,M,Purple,Fall,81,4,Quarterly,12,4.1,Yes,1,Express,PayPal,Yes,Yes,1,324,Silver,0.3803846153846154,0.058823529411764705,12,0.22448979591836735,1,0.729891956782713,High,0.44621848739495795,0.32082833133253297,0.44621848739495795,Casual Browsers
137,39,36-45,Male,South Carolina,South,Blouse,Clothing,M,White,Winter,86,4,Quarterly,4,3.3,Yes,1,Free Shipping,Debit Card,Yes,Yes,1,344,Silver,0.4003846153846154,0.058823529411764705,4,0.061224489795918366,0,0.8835534213685474,High,0.18907563025210083,0.13001200480192077,0.18907563025210083,Discount Hunters
138,68,66-70,Male,Colorado,West,Sneakers,Footwear,M,Turquoise,Spring,43,52,Weekly,38,4.7,Yes,1,Free Shipping,PayPal,Yes,Yes,1,2236,Platinum,0.8517948717948718,1.0,38,0.7551020408163265,1,0.0,Low,0.9142857142857143,0.6887755102040816,0.9142857142857143,Champions
139,68,66-70,Male,Georgia,South,Skirt,Clothing,M,Maroon,Winter,29,52,Weekly,42,4.4,Yes,1,Store Pickup,Bank Transfer,Yes,Yes,1,1508,Gold,0.7307692307692307,1.0,42,0.8367346938775511,1,0.0,Low,0.942857142857143,0.7091836734693877,0.942857142857143,Champions
140,49,46-55,Male,Florida,South,Coat,Outerwear,M,White,Fall,95,1,Annually,30,3.8,Yes,1,Store Pickup,Venmo,Yes,Yes,1,95,Bronze,0.14923076923076922,0.0,30,0.5918367346938775,0,0.40816326530612246,Medium,0.3571428571428571,0.2479591836734694,0.3571428571428571,At-Risk
141,63,56-65,Male,North Carolina,South,Shirt,Clothing,L,Yellow,Fall,28,52,Weekly,50,3.9,Yes,1,2-Day Shipping,Credit Card,Yes,Yes,1,1456,Gold,0.7216666666666667,1.0,50,1.0,0,0.0,Low,0.7999999999999999,0.6,0.7999999999999999,Champions
142,56,56-65,Male,Virginia,South,Gloves,Accessories,M,Turquoise,Fall,46,52,Weekly,45,4.9,Yes,1,Free Shipping,PayPal,Yes,Yes,1,2392,Platinum,0.882051282051282,1.0,45,0.8979591836734694,1,0.0,Low,0.9642857142857143,0.7244897959183674,0.9642857142857143,Champions
143,37,36-45,Male,Nebraska,Midwest,Jacket,Outerwear,L,Violet,Fall,58,26,Fortnightly,33,3.1,Yes,1,Free Shipping,Credit Card,Yes,Yes,1,1508,Gold,0.7307692307692307,0.49019607843137253,33,0.6530612244897959,0,0.17687074829931973,Medium,0.5256302521008402,0.38581432573029206,0.5256302521008402,Champions
144,30,26-35,Male,Missouri,Midwest,Coat,Outerwear,M,Beige,Fall,48,4,Quarterly,25,2.7,Yes,1,Store Pickup,PayPal,Yes,Yes,1,192,Silver,0.25346153846153846,0.058823529411764705,25,0.4897959183673469,0,0.4801920768307323,High,0.3390756302521008,0.23715486194477792,0.3390756302521008,Discount Hunters
145,19,18-25,Male,New Jersey,Northeast,Shoes,Footwear,M,Silver,Fall,43,12,Monthly,25,3.2,Yes,1,Express,Cash,Yes,Yes,1,516,Silver,0.4828205128205128,0.21568627450980393,25,0.4897959183673469,0,0.4001600640256103,Medium,0.38613445378151257,0.27637054821928775,0.38613445378151257,At-Risk
146,24,18-25,Male,Missouri,Midwest,Jewelry,Accessories,M,Teal,Fall,95,4,Quarterly,44,4.5,Yes,1,Standard,Debit Card,Yes,Yes,1,380,Silver,0.4382051282051282,0.058823529411764705,44,0.8775510204081632,1,0.11524609843937578,Low,0.6747899159663865,0.484093637454982,0.6747899159663865,Loyal Regulars
147,52,46-55,Male,Colorado,West,Skirt,Clothing,S,Black,Fall,30,26,Fortnightly,21,4.0,Yes,1,Standard,Venmo,Yes,Yes,1,780,Gold,0.5638461538461539,0.49019607843137253,21,0.40816326530612246,1,0.3017206882753101,Medium,0.6399159663865546,0.47458983593437376,0.6399159663865546,Champions
148,63,56-65,Male,Idaho,West,Shoes,Footwear,M,Purple,Summer,64,26,Fortnightly,31,3.5,Yes,1,2-Day Shipping,Bank Transfer,Yes,Yes,1,1664,Platinum,0.7541025641025642,0.49019607843137253,31,0.6122448979591837,0,0.19767907162865145,Medium,0.511344537815126,0.3756102440976391,0.511344537815126,At-Risk
149,37,36-45,Male,Wyoming,West,Gloves,Accessories,M,Gray,Fall,90,1,Annually,47,2.6,Yes,1,Store Pickup,Debit Card,Yes,Yes,1,90,Bronze,0.13448717948717948,0.0,47,0.9387755102040817,0,0.061224489795918324,Low,0.47857142857142854,0.3346938775510204,0.47857142857142854,At-Risk
150,38,36-45,Male,Delaware,South,Pants,Clothing,M,White,Summer,76,12,Monthly,14,3.2,Yes,1,Free Shipping,PayPal,Yes,Yes,1,912,Gold,0.6,0.21568627450980393,14,0.2653061224489796,0,0.5762304921968787,High,0.30756302521008405,0.2202480992396959,0.30756302521008405,Discount Hunters
151,35,26-35,Male,California,West,Boots,Footwear,L,Cyan,Fall,96,4,Every 3 Months,17,4.9,Yes,1,Standard,Debit Card,Yes,Yes,1,384,Silver,0.4430769230769231,0.058823529411764705,17,0.32653061224489793,1,0.6338535414165667,High,0.48193277310924365,0.3463385354141657,0.48193277310924365,Casual Browsers
152,28,26-35,Male,North Dakota,Midwest,Sunglasses,Accessories,L,Turquoise,Fall,47,1,Annually,3,4.5,Yes,1,Next Day Air,Venmo,Yes,Yes,1,47,Bronze,0.05128205128205128,0.0,3,0.04081632653061224,1,0.9591836734693877,High,0.3642857142857143,0.2602040816326531,0.3642857142857143,Discount Hunters
153,30,26-35,Male,South Carolina,South,Shirt,Clothing,S,Brown,Summer,85,1,Annually,42,4.3,Yes,1,Express,Venmo,Yes,Yes,1,85,Bronze,0.12256410256410256,0.0,42,0.8367346938775511,1,0.16326530612244894,Medium,0.6428571428571429,0.4591836734693877,0.6428571428571429,Loyal Regulars
154,69,66-70,Male,North Carolina,South,Hoodie,Clothing,M,Maroon,Winter,55,1,Annually,22,3.2,Yes,1,Standard,Debit Card,Yes,Yes,1,55,Bronze,0.06551282051282051,0.0,22,0.42857142857142855,0,0.5714285714285714,High,0.3,0.20714285714285713,0.3,Discount Hunters
155,41,36-45,Male,Oklahoma,South,Dress,Clothing,M,Charcoal,Fall,98,4,Quarterly,21,3.6,Yes,1,Next Day Air,Venmo,Yes,Yes,1,392,Silver,0.4532051282051282,0.058823529411764705,21,0.40816326530612246,0,0.5570228091236494,High,0.3105042016806723,0.2167466986794718,0.3105042016806723,Discount Hunters
156,63,56-65,Male,Maine,Northeast,Socks,Clothing,S,Olive,Spring,77,4,Quarterly,21,4.3,Yes,1,Free Shipping,Bank Transfer,Yes,Yes,1,308,Silver,0.36423076923076925,0.058823529411764705,21,0.40816326530612246,1,0.5570228091236494,High,0.5105042016806722,0.36674669867947174,0.5105042016806722,Casual Browsers
157,35,26-35,Male,Missouri,Midwest,Shorts,Clothing,M,Lavender,Fall,26,1,Annually,40,4.0,Yes,1,Standard,Debit Card,Yes,Yes,1,26,Bronze,0.011666666666666667,0.0,40,0.7959183673469388,1,0.20408163265306123,Medium,0.6285714285714286,0.44897959183673464,0.6285714285714286,Loyal Regulars
158,36,36-45,Male,Vermont,Northeast,Hat,Accessories,S,Yellow,Fall,68,26,Fortnightly,1,3.0,Yes,1,Next Day Air,Bank Transfer,Yes,Yes,1,1768,Platinum,0.7753846153846153,0.49019607843137253,1,0.0,0,0.5098039215686274,High,0.2970588235294117,0.22254901960784312,0.2970588235294117,Discount Hunters
